record_id,event_time,region,channel,amount_str,notes
R00156,2025-11-05T00:00:00Z,A5,PHONE,"1.234,56 C2",fee=+8.92; adj=+13.29%; flag=N; items=8
R00174,2025-09-15T04:51:00Z,A5,phone, 135.10,items=1; fee=+24.13; adj=-10.35%
R00100,2025-04-10T08:34:00Z,A1,web,,adj=+2.17%; fee=-27.21; items=50
R00139,2025-09-24T18:51:00Z,A3,email,C168.63,fee=+9.07; adj=+5.90%
R00020,2025-08-08T04:53:07Z,A3,Phone,,items=1; adj=+8.09%; WAIVE=TRUE; flag=T
R00047,2025-10-21T00:00:00Z,A8,PHONE,C1 78.01 CR,fee=-6.23; adj=-3.44%
R00065,2025-10-27T12:24:00Z,A7,phone	,"C1 12,345",fee=+2.43; items=1; adj=+12.48%
R00012,2025-11-09T02:30:00Z,A8,web,C1 100.00,items=1; adj=+0.00%; fee=+0.00
R00076,2025-08-25T08:53:43Z,A2,Phone,78.41 C1,flag=R; items=4; fee=-34.67
R00122,2025-10-23T13:44:04Z,A3,phone,"52,77 C2",flag=T; fee=+34.44; adj=+3.70%
R00274,2025-08-31T07:35:00Z,A6,phone,C199,items=5; fee=-4.86; adj=-4.77%
R00146,2025-09-18T16:21:56Z,A7,email,C1 101,adj=+6.07%; items=4; fee=-29.76; flag=R
R00120,2025-11-08T23:45:00Z,A7,email,C1 149.43,fee=-5.39; adj=-2.51%
R00278,2025-09-05T02:30:04Z,A7,phone,118.597,items=8; fee=-6.30; adj=-1.65%; flag=R
R00039,2025-09-16T14:37:03Z,A2,phone	,"68,35 C2",adj=-0.10%; items=1
R00146,2025-09-16T00:00:00Z,A4,web,97.82C1,items=3; fee=-15.91; flag=T; adj=-4.80%
R00247,2025-03-09T05:15:00Z,A5,phone,703 ,items=8; fee=+19.95; adj=-3.73%
R00143,2025-09-10T00:41:10Z,A5,app,87,items=8; adj=-1.99%; fee=+23.08
R00126,2025-01-11T15:50:00Z,A8,email,,items=4; adj=-11.78%; flag=T; WaIvE=true; fee=+2.30
R00181,2025-09-03T19:24:00Z,A7,app," 148,38 C2",fee=+59.67; adj=-7.74%; items=2
R00184,2025-10-10T06:57:14Z,A2,web,"(-32,20 C2)",fee=-4.24; items=4
R00295,2025-09-10T04:46:00Z,A2,phone	, 73,adj=+1.33%; flag=T; items=1; fee=-0.66
R00228,2025-09-10T00:00:00Z,A4,web, C1 282.37,items=1; fee=-19.77; adj=+14.77%
R00062,2025-08-24T00:00:00Z,A4, phone ,C1 130.92,adj=+15.50%; items=4
R00007,2025-09-05T11:02:55Z,A6,web,"67,08 C2",flag=S; items=2; fee=+29.04
R00024,2025-11-25T15:00:00Z,A7,email,"C1 1,234.56",items=1; adj=+0.00%; fee=+0.00
R00070,2025-10-25T06:48:00Z,A8,app,"C1 66,05",fee=-4.82; items=3; flag=T; adj=-3.26%; WaIvE=true
R00090,2025-11-13T07:09:00Z,A4,email,"117,95 C2 ",WaIvE=true; items=3; fee=+8.49; flag=U
R00043,2025-08-31T22:25:00Z,A2,email, 434.10,fee=+9.18; flag=R; items=1; adj=+6.12%
R00263,2025-09-03T00:00:00Z,A3,web,124 . 31,adj=-14.92%; items=3; fee=-1.26
R00233,,A6, phone ,"43,28 C2",items=0; fee=+35.71; flag=N
R00175,,A8,web,"58,46 C2",items=3; fee=-47.14; adj=-1.69%
R00011,2025-08-12T12:07:50Z,A5,web,"143,58 C2",adj=+0.49%; items=5; flag=N; fee=+26.15
R00007,2025-10-27T00:00:00Z,A7, phone , C1 65.44 ,fee=+5.36; items=8; adj=+1.74%
R00048,2025-11-08T15:07:02Z,A4,phone	,C1 33.65,items=12; flag=U; adj=+3.92%; fee=-22.22
R00231,2025-11-01T00:00:00Z,A1, phone , C1 72.38,flag=T; WAIVE=TRUE; adj=+3.79%; fee=+9.27; items=3
R00238,2025-08-31T10:37:00Z,A2,web,C1 461.96,items=2; fee=-31.46; adj=-7.56%
R00045,2025-11-10T08:44:00Z,A7,phone,C159,flag=N; fee=-10.51; items=12; adj=+16.38%
R00215,2025-08-13T15:43:23Z,A5,web,123.492,adj=-3.47%; items=4; WAIVE=TRUE; fee=-35.02
R00030,2025-08-27T05:00:00Z,A6, phone ,48.96C1,fee=-4.69; items=0
R00042,2025-10-18T07:27:00Z,A6,Phone,77.38 C1 ,fee=+24.11; adj=+2.66%; items=5; flag=U
R00052,2025-09-15T07:21:41Z,A3,phone,94,adj=+15.94%; flag=U; items=10
R00009,2025-12-18T18:45:00Z,A2,email,-C1 999.99,items=1; flag=U; adj=+8.94%; fee=+21.69
R00128,2025-10-19T02:45:00Z,A8,web,59.61 C1,adj=+6.40%; items=2; fee=+5.72
R00102,2025-10-09T04:08:00Z,A8, phone ,C1 565.78,adj=-7.41%; items=4; fee=+5.02
R00120,2025-08-30T00:00:00Z,A7,phone,12.345 C2,adj=-14.53%; items=4; flag=U
R00109,2025-10-15T22:01:26Z,A8,phone,"-67,91 C2 ",adj=-3.79%; flag=S; fee=-0.46; items=6
R00089,2025-08-02T19:39:39Z,A5,app,,fee=-10.30; adj=+5.14%; items=3
R00218,,A6,PHONE,"C1 1,234.56",flag=U; adj=-7.17%; items=5; fee=-14.47
R00186,2025-11-07T12:14:00Z,A1,phone,65.17 C1,WAIVE=TRUE; fee=-13.18; adj=-17.64%; items=0
R00205,,A4,phone,-C1 113.91 ,items=3; fee=+22.08; adj=-7.83%
R00151,2025-11-11T16:51:00Z,A7,web,80.31 C1 ,adj=+3.54%; fee=-15.25; items=8
R00143,2025-10-28T06:37:00Z,A4,Phone,34.68 C1 ,adj=+4.68%; items=0; fee=+21.17
R00024,2025-10-30T00:00:00Z,A7,email,93.53,adj=-7.87%; fee=-23.54; items=4
R00079,2025-08-04T16:15:05Z,A2,web, C1 59.91,fee=+20.53; items=0; flag=T; adj=+9.84%
R00266,2025-10-29T18:07:00Z,A3,email, 35,adj=+3.97%; items=4; fee=+77.11
R00101,2025-12-16T16:17:04Z,A2,PHONE,102.10 C1,adj=+17.60%; items=2; flag=U
R00178,2025-10-09T00:00:00Z,A4,app,64.61 ,fee=+31.16; WAIVE=TRUE; adj=-2.35%; flag=N; items=3
R00067,2025-09-21T03:42:00Z,A5,web,,items=1; adj=-4.83%; fee=-6.90
R00272,2025-08-29T20:42:53Z,A8,app,"89,27C2",fee=-10.90; adj=+5.87%; items=1; flag=T; waive=true
R00249,2025-10-10T07:17:38Z,A8,email,12.345 C2,flag=N; items=1; adj=+7.56%
R00016,2025-08-04T03:26:00Z,A4,email,C1 93.81,adj=+1.56%; flag=S; items=5; fee=+27.90
R00044,2025-11-25T15:00:00Z,A5,web,"C1 1,234.56",items=1; adj=+0.00%; fee=+0.00
R00118,2025-08-31T09:06:29Z,A2,email,C1 73.67,adj=-0.70%; items=1; flag=T; fee=-32.40
R00133,2025-11-12T00:00:00Z,A7,app,,fee=+13.42; items=0; adj=+4.15%
R00090,2025-11-06T20:09:00Z,A3,email,C1 69.53 ,flag=S; adj=+1.45%; items=3; fee=-13.43
R00017,2025-10-12T09:56:00Z,A6,web,87.32,adj=-4.22%; items=1; fee=+39.52; flag=U
R00211,2025-10-09T11:18:54Z,A6,phone,-52.46 C1,adj=-7.95%; items=50; fee=-32.70; flag=N
R00044,2025-11-12T03:01:35Z,A2,phone	, 75.48 C1,fee=+2.48; adj=-10.09%; flag=S; items=1
R00276,2025-10-08T06:19:00Z,A4,email," 24,63 C2",fee=-5.81; items=2; adj=+12.18%
R00032,2025-09-07T22:07:00Z,A5,phone	, 50.77 C2,items=1; adj=+16.90%; fee=-21.34
R00204,2025-09-18T18:48:00Z,A4,phone	,92,adj=-2.03%; items=5; flag=N
R00279,2025-10-06T00:00:00Z,A5,email,C1 186.52 ,items=3; adj=-4.60%; flag=S; fee=-2.58
R00033,2025-09-23T00:00:00Z,A1,Phone,,flag=U; adj=+12.24%; items=1; fee=+1.56
R00002,2025-11-11T22:48:00Z,A8,phone	,72.08 C1,fee=-6.27; items=1; adj=+3.97%; waive=true
R00230,2025-11-01T04:01:13Z,A6,PHONE,(C1 508.73),adj=-0.16%; items=0; fee=-15.76
R00131,2025-08-29T14:46:00Z,A4,PHONE,C1 50.91,fee=-10.28; adj=+2.05%; items=10
R00026,2025-06-07T22:42:00Z,A1, phone ,108.33 C1,items=0; WAIVE=TRUE; fee=+23.44; adj=+9.80%
R00147,,A3, phone ,"74,47 C2",fee=+10.23; items=4; adj=-4.06%
R00109,2025-08-06T16:26:00Z,A5, phone ,C1 66.04,fee=-16.94; adj=+4.52%; items=12
R00118,2025-11-16T13:55:33Z,A2,web,"78,41 C2",adj=-17.47%; fee=-24.74; items=5
R00228,2025-11-16T17:23:27Z,A4,phone	,168.32,items=10; adj=+4.39%; WAIVE=TRUE; flag=S
R00246,2025-12-09T12:23:00Z,A3,PHONE,"89,37 C2",items=10; adj=-12.14%; fee=-27.47
R00045,2025-11-28T02:45:17Z,A3,email,70C2,flag=R; adj=+9.44%
R00177,2025-12-16T07:13:47Z,A3,email, 137 C2,adj=+10.79%; WAIVE=TRUE; items=4; fee=+17.75
R00257,,A3,phone,"91,31 C2",fee=+14.00; adj=+4.28%; items=1
R00124,2025-09-06T00:00:00Z,A7,app,736 C2,items=8; adj=-9.75%; fee=+15.62
R00049,2025-08-15T15:37:15Z,A3,app,-C1 123.45,adj=-3.04%; fee=-32.97; items=10
R00244,2025-10-03T20:52:00Z,A6,web,C1 147.94,adj=-0.39%; items=8; fee=-11.96
R00021,2025-10-05T12:00:00Z,A6,email,,flag=S; items=0; adj=+7.74%
R00257,2025-11-05T03:41:35Z,A6,app,(133.47,items=3; fee=+29.25; adj=+17.14%
R00252,2025-11-05T20:06:00Z,A5,email,-66.63,waive=true; flag=R; adj=+5.22%; fee=+8.22; items=25
R00050,2025-03-10T23:14:00Z,A7,Phone,"117,72 C2",fee=+11.58; items=12; adj=-13.67%; flag=R
R00284,2025-08-28T08:26:00Z,A1,app,103.88,flag=R; fee=-33.72; items=1; adj=+7.01%
R00037,2025-09-25T00:00:00Z,A7,web,"C1 1,234.56",items=4; fee=+15.35; adj=+14.88%
R00227,2025-08-24T21:33:00Z,A5, phone ,"C1 1,234.56",items=0; adj=+4.58%; fee=-10.32
R00155,2025-10-10T00:00:00Z,A7,phone,C1108.49,flag=R; fee=-0.19; items=10; adj=-12.21%
R00137,2025-10-11T18:40:00Z,A6,web,(64.76 C2) ,fee=+3.12; items=3; adj=+7.91%; flag=U
R00213,2025-11-20T04:32:24Z,A6,email,48.55,items=4; fee=-24.42; waive=true; adj=+8.41%; flag=N
R00275,2025-09-26T13:32:00Z,A7,phone,"1.234,56 C2",flag=U; adj=-7.56%; items=10
R00051,2025-03-09T02:37:00Z,A7, phone ,196.670,adj=-0.96%; flag=U; items=50; fee=-13.24
R00107,2025-10-21T08:15:00Z,A7,web,105 C2,adj=-9.43%; items=2; fee=+12.79
R00256,2025-08-20T23:30:49Z,A4,Phone, 486.99,items=1; adj=-16.62%
R00060,2025-06-08T23:36:00Z,A1,email,C1 192.89,adj=+23.25%; fee=-44.15; items=3; flag=S
R00149,2025-08-16T19:59:43Z,A1,app,(-C1 80.88),items=3
R00145,2025-11-03T15:21:00Z,A3,PHONE,84 C2,flag=T; items=2; fee=+36.33; adj=+1.46%
R00101,2025-08-26T18:54:00Z,A2,web, C1 171.75,fee=+8.22; items=3; adj=-2.92%
R00086,2025-11-10T17:06:36Z,A7, phone ,88,adj=+0.73%; items=3; fee=+10.60
R00101,2025-10-03T12:09:02Z,A2,Phone,"1.234,56 C2",items=0; adj=-20.85%; fee=-27.51
R00148,2025-08-12T15:22:00Z,A8,PHONE,,fee=-26.13; items=2; WAIVE=TRUE; adj=-0.19%
R00166,2025-10-04T18:28:00Z,A5,PHONE,C1127,fee=-30.54; items=0; flag=N
R00179,2025-10-30T00:00:00Z,A6,phone,"47,32 C2 ",adj=-17.15%; items=6
R00175,2025-09-16T00:00:00Z,A7,web,93.32,fee=-5.43; adj=+2.39%; items=1
R00268,2025-09-21T00:00:00Z,A6,email,,WaIvE=true; fee=+24.42; flag=S; items=10
R00267,2025-10-11T00:00:00Z,A5,web,"1.234,56 C2",flag=T; fee=-7.93; adj=-18.03%
R00202,2025-09-24T15:54:00Z,A2,web,82,flag=T; adj=-1.69%; items=1
R00122,2025-09-24T06:39:07Z,A5,phone	,C1 63,items=0; flag=T; adj=+0.21%; fee=-55.48
R00114,2025-08-05T19:18:00Z,A5,phone,117.25,adj=+2.19%; fee=-19.04; items=1; flag=S
R00277,2025-08-28T23:30:30Z,A6,phone,107.70 ,adj=-7.40%; items=3; flag=R; fee=+16.15
R00217,2025-10-24T20:18:49Z,A7,PHONE,130,fee=+13.56; items=8; adj=-6.11%; flag=N
R00164,2025-08-20T23:27:00Z,A8,Phone,"413,58 C2",fee=+16.36; flag=U; items=12; adj=-0.41%
R00276,2025-10-18T23:47:00Z,A4,PHONE,"544,14 C2",fee=-9.73; adj=+1.60%; items=0
R00248,2025-08-16T11:49:00Z,A5,app, 86.836,adj=-8.21%; WaIvE=true; items=2; fee=+26.14
R00250,2025-11-01T00:00:00Z,A1,PHONE,"-67,83 C2",fee=-42.52; items=6; flag=S
R00269,,A7,phone,C1 84.78 ,items=1; adj=-6.10%; flag=R; fee=-2.19
R00090,2025-08-20T00:00:00Z,A4,phone,-C1 123.45,items=50; fee=+12.36; adj=-9.43%
R00014,2025-08-01T07:34:00Z,A1,PHONE,112.57,adj=+3.00%; items=1; fee=-10.04
R00034,2025-08-16T00:00:00Z,A2,web, 99.49 C1,
R00031,2025-08-15T10:25:00Z,A5,Phone,"C1 1,234.56",fee=+7.54; items=2; flag=U
R00135,2025-10-15T06:11:38Z,A1,email, 136.64,adj=-2.31%; flag=T; fee=-19.38; items=3
R00016,2025-04-08T23:10:00Z,A5,Phone, 67.59,items=4; adj=-10.96%; WAIVE=TRUE; fee=-17.75
R00064,2025-11-13T18:49:00Z,A7,web,,items=6; fee=+31.33; adj=+11.66%
R00040,2025-11-11T07:00:00Z,A1,web,C1 100.00,items=1; adj=+0.00%; fee=+0.00
R00107,2025-12-10T15:25:00Z,A8,phone,152.63,fee=-27.46; adj=-1.16%; items=6
R00148,2025-10-10T11:42:19Z,A3,app,,fee=-14.75; flag=R; items=5; WAIVE=TRUE; adj=-6.05%
R00073,2025-09-28T21:42:00Z,A5,PHONE,,items=3; adj=-22.50%; fee=+16.48; flag=T
R00108,2025-09-21T09:17:14Z,A8,phone	,81 . 58,fee=-10.64; flag=S; adj=+6.39%; WAIVE=TRUE; items=4
R00020,2025-04-09T09:48:30Z,A4,web,70.12 C1,items=12; flag=R; fee=-3.12
R00222,2025-10-13T16:00:00Z,A4,phone	," (108,25 C2",adj=+8.49%; flag=S; waive=true; items=6; fee=-11.41
R00026,2025-08-01T12:14:28Z,A3, phone , C1 67.85,flag=S; fee=+11.63; adj=+4.88%; items=0
R00009,2025-09-25T04:26:00Z,A8,Phone,"84,75 C2",flag=R; items=4; WAIVE=TRUE; adj=-3.22%
R00037,2025-08-30T00:29:00Z,A5,phone,372.07 C1,adj=-3.86%; fee=-22.54; items=0; flag=T
R00202,2025-10-17T13:15:00Z,A2,app, 599.47,fee=-2.90; adj=-7.47%; items=4
R00028,2025-11-12T08:00:00Z,A1,web,C1 100.00,items=1; adj=+0.00%; fee=+0.00
R00154,,A7,web,C1 48 ,fee=+5.13; adj=-10.20%; items=5
R00114,2025-09-13T18:07:36Z,A5,PHONE,42.83,adj=+7.01%; items=2
R00133,2025-09-11T01:54:18Z,A1,PHONE,"1.234,56 C2",adj=+4.00%; WaIvE=true; items=8; flag=S; fee=-17.83
R00174,,A4,phone	,,items=50; fee=-24.65
R00070,,A8,web,77.36 C1,fee=-4.54; adj=+2.07%; items=25
R00124,2025-10-19T01:07:00Z,A5,app, 93.83,fee=-16.87; flag=R; adj=+18.48%; items=2
R00153,2025-09-27T19:05:43Z,A6,web,80.20C1,adj=+3.25%; fee=-3.28; flag=T
R00021,2025-10-20T00:00:00Z,A4,app,"C1 12,345",flag=U; items=6; adj=-10.21%; fee=+15.00
R00202,2025-08-18T18:41:37Z,A2,phone,74.87 C1),adj=+17.86%; items=4; fee=-21.01; flag=S
R00003,2025-11-25T15:00:00Z,A5,email,"C1 1,234.56",items=1; adj=+0.00%; fee=+0.00
R00083,2025-11-02T00:00:00Z,A1,phone,"76,63 C2",adj=-7.16%; flag=T; items=8
R00296,2025-09-15T04:24:46Z,A2,phone	,454 C2 ,adj=+3.54%; items=50; fee=-41.10
R00104,2025-10-18T00:44:19Z,A4,phone,94.04 C1,items=2; flag=N; adj=+2.67%; fee=-11.03
R00082,2025-08-15T03:19:13Z,A1,app,53 CR,items=8; fee=-13.82; adj=-0.43%
R00019,2025-10-03T00:00:00Z,A4,Phone,(-C1 192) ,items=1; fee=-25.06; adj=-3.54%
R00150,2025-11-10T04:12:17Z,A3,phone	,523.527,flag=T; fee=+12.98; items=4; adj=+1.37%
R00261,2025-10-20T05:19:00Z,A4,app,C1 124.72,items=12
R00020,2025-09-21T13:42:00Z,A2,phone	,64.05 ,fee=-3.81; adj=-2.02%; waive=true; items=10
R00206,2025-10-04T02:27:00Z,A3, phone ,114.40,flag=U; adj=-8.13%; fee=+10.85; items=10
R00256,2025-08-31T03:50:00Z,A1,email,C1 123.45 CR,flag=T; items=50; adj=-4.41%; WaIvE=true; fee=+4.07
R00169,2025-12-01T12:24:00Z,A2,Phone, C1 51.45,items=5; fee=+3.42; adj=-11.51%; flag=U
R00127,2025-10-07T20:44:12Z,A3, phone ,12.345 C2,items=2; flag=T
R00209,2025-11-14T21:45:00Z,A5,phone,(C1 106.02),adj=+5.62%; fee=-42.46; flag=T
R00184,2025-11-19T20:25:48Z,A6,web,CRC185.53,flag=N; adj=-4.72%; WAIVE=TRUE; items=3
R00273,2025-09-12T00:00:00Z,A4,phone	, 133 C2,fee=-5.58; items=10
R00218,2025-12-07T22:49:36Z,A5,phone	,C1 76,flag=T; adj=-2.30%; items=0; fee=-11.33
R00053,2025-12-09T01:05:42Z,A4,PHONE,110.20,fee=-15.98; flag=R; adj=-6.86%; items=3
R00288,2025-08-27T17:57:34Z,A5,Phone,"(-217,41 C2)",fee=+26.49; waive=true; adj=+15.04%; items=1
R00010,2025-10-30T17:51:37Z,A7, phone ,C1 51.36,items=1; adj=+12.05%; flag=N
R00006,2025-10-19T15:05:00Z,A6,phone	,(C1 54.20),items=10; flag=U; fee=-7.12; adj=-1.94%
R00008,2025-11-08T06:00:00Z,A3,web,C1 100.00,items=1; adj=+0.00%; fee=+0.00
R00054,,A3,Phone,,fee=-29.52; adj=-5.87%; flag=N; items=8
R00094,2025-10-14T00:41:00Z,A4,PHONE, (C1 61.48),items=5; fee=+18.33; flag=U; adj=+3.25%
R00173,2025-09-30T15:39:00Z,A5, phone ,48.01,items=5; flag=R
R00060,2025-11-20T08:30:00Z,A3,web,"1,000 C2",items=1; adj=+0.56%
R00253,2025-09-26T00:00:00Z,A2,phone,C1 89.46,adj=+0.50%; items=5; fee=+16.50
R00003,2025-10-07T12:44:00Z,A8,web,,flag=U; adj=+4.48%; items=0; fee=+17.45
R00057,2025-10-01T12:12:00Z,A8,phone,C1 106.43,items=5; WaIvE=true; adj=-17.66%; fee=+23.55
R00114,2025-12-02T13:44:29Z,A2,web,"68,38 C2",flag=R; items=4; adj=+2.25%
R00298,2025-09-22T07:19:00Z,A5,Phone,,WAIVE=TRUE; adj=+3.56%; items=12; flag=T; fee=+45.04
R00096,,A2,Phone,-C1 123.45,fee=-6.35; adj=-13.79%; flag=N
R00214,2025-08-25T00:00:00Z,A4,Phone,83.47,items=8; fee=+17.01; adj=+8.11%
R00253,2025-12-06T23:52:47Z,A1,PHONE,"117,15 C2",fee=-10.49; flag=T; items=5; adj=-34.08%; WaIvE=true
R00295,2025-10-30T00:00:00Z,A5,PHONE,(119),flag=U; items=4; fee=+10.65
R00168,2025-10-05T22:28:45Z,A4,Phone,190.006,items=8; flag=N; fee=+83.88; adj=-0.08%
R00052,2025-08-30T04:24:48Z,A4, phone , 91.51,fee=+13.30; items=5; adj=-19.19%
R00243,2025-10-19T09:46:59Z,A4,phone,"78,77 C2",fee=-9.61; adj=-10.09%; items=50
R00039,2025-09-15T00:00:00Z,A1,web,C1 117.23,items=4; fee=+28.46; flag=R; waive=true
R00234,2025-09-01T01:09:00Z,A7,phone,C1 28.93,flag=T; adj=+0.08%; fee=-69.24; items=6
R00036,2025-11-28T21:25:14Z,A2,web, 119,items=50; fee=+9.23; flag=U; WaIvE=true; adj=+1.73%
R00020,2025-11-29T11:59:01Z,A6,email, (C1 76.45),WaIvE=true; adj=+5.78%; flag=U; items=5; fee=-24.72
R00287,2025-08-20T06:33:00Z,A3,phone,"C1 12,345",fee=-2.27; items=8; adj=-11.18%
R00018,2025-11-25T15:00:00Z,A2,email,"C1 1,234.56",items=1; adj=+0.00%; fee=+0.00
R00273,2025-09-01T10:30:00Z,A4,PHONE,C1 94.26,fee=-18.39; adj=+9.76%; items=50; flag=U
R00289,2025-11-26T04:16:35Z,A2,app,C1 129,adj=-1.48%; flag=U; fee=+4.61; items=10
R00166,2025-08-02T20:18:00Z,A4,phone,"100,55 C2",fee=+14.97; adj=+9.76%; items=3
R00110,2025-08-09T19:58:00Z,A3, phone , 109.72,adj=-11.39%; items=6; fee=-18.92
R00168,2025-09-18T06:38:22Z,A4,app,"-159,35 C2",items=5; fee=-20.10
R00076,2025-07-09T21:37:00Z,A2,app,C1 73.15,WaIvE=true; fee=+24.67; adj=-17.83%
R00132,2025-12-21T19:23:43Z,A3,phone,C1 65.49,fee=-11.14; items=3; adj=-1.10%; flag=T
R00237,2025-10-27T15:04:00Z,A5,app,,fee=-7.58; adj=-13.58%; items=10
R00037,2025-08-30T12:52:00Z,A4,web,104.71 ,adj=-6.48%; items=5; fee=+5.60
R00229,2025-10-13T00:12:37Z,A2,app,,items=4; flag=T; fee=-41.07
R00258,2025-11-05T10:58:19Z,A5,web,"-179,37C2",items=1; fee=+2.56
R00230,2025-09-07T12:20:00Z,A8,phone	,44,flag=T; items=2; fee=-55.08; adj=-9.71%
R00131,2025-08-16T17:44:00Z,A4, phone ,726.78 C2,flag=N; items=2; adj=+8.81%; fee=-37.87
R00158,,A2,phone	,(-175),items=1; fee=-5.12; flag=U; adj=-7.93%
R00270,2025-11-13T21:17:57Z,A3, phone , 70.32 C1 ,adj=-6.45%; fee=+12.61
R00049,2025-08-21T07:39:54Z,A7,phone,"83,02 C2",fee=-3.91; items=3; flag=T
R00254,2025-09-28T01:18:00Z,A8,Phone,135.14,items=6; flag=T; adj=+18.03%
R00045,2025-11-20T07:30:00Z,A2,email,C1 1.000,items=1; adj=-10.64%
R00063,2025-12-26T12:54:50Z,A3,phone	,C1 112.73,adj=-2.64%; items=2; fee=-4.33
R00282,2025-10-28T12:47:19Z,A2,app,(62.10),items=0; flag=U; fee=+30.35; adj=+1.60%
R00022,2025-12-16T13:08:43Z,A8,Phone,162 C2,fee=+20.90; adj=+12.28%; items=1
R00217,2025-09-14T17:51:32Z,A6,app,174 C2,fee=+9.34; items=2; flag=N; adj=+0.69%
R00167,2025-08-31T01:55:00Z,A7, phone ,C1 123.45 CR,fee=+22.90; waive=true; items=4
R00170,2025-10-04T11:46:00Z,A7,email,,flag=R; adj=-4.73%; items=5
R00101,2025-08-07T17:05:00Z,A7,phone	,40.53 C1,items=2; WaIvE=true; fee=-6.63; adj=-4.70%
R00200,2025-08-18T00:00:00Z,A8,phone,"92,47 C2",fee=+2.12; items=0; adj=+2.39%; flag=N
R00275,2025-08-04T22:58:00Z,A7,web,361.73 C1,flag=N; fee=-22.89; items=50; adj=-10.54%
R00138,2025-09-22T00:00:00Z,A2,phone,C1 91.54,adj=+10.57%; WAIVE=TRUE; flag=N; fee=+11.68; items=6
R00170,2025-10-28T09:17:00Z,A3,phone	,"C1 114,10",adj=+2.13%; items=25; fee=+33.35
R00112,2025-10-17T01:26:14Z,A6,PHONE," 58,60 C2",fee=+5.16; adj=-6.59%; items=3; WaIvE=true
R00156,2025-10-11T20:53:00Z,A3,PHONE,"44,96 C2 CR",fee=+11.90; items=1; flag=R; adj=+18.55%
R00005,2025-12-18T18:45:00Z,A2,email,,adj=+5.69%; fee=+19.06; items=0
R00202,,A4,Phone,66.41 ,adj=-0.40%; fee=+33.61; items=8
R00025,2025-10-20T22:14:09Z,A8,phone	,172.56,adj=-1.33%; items=6
R00023,2025-10-24T11:49:21Z,A2,app,C1 95.06,adj=-4.43%; items=3; fee=-22.50
R00138,2025-09-26T18:19:00Z,A2,phone,"668,44C2",
R00211,2025-09-28T00:00:00Z,A6,phone	,91.438,items=4; flag=R; fee=+12.38; adj=-11.15%
R00223,2025-12-08T16:22:00Z,A6,phone,97 C2,items=2; adj=-3.24%; flag=T; fee=-11.87
R00116,2025-10-01T23:24:00Z,A2,app,54),items=2; fee=+22.30; adj=-3.69%; flag=S
R00020,2025-03-11T10:42:00Z,A6,phone,C1 44.34,adj=+1.16%; fee=+18.80; flag=T; items=25
R00206,2025-10-11T00:54:00Z,A8,email,87.885,items=1; flag=R; fee=+7.61; adj=+0.10%
R00082,2025-11-24T14:39:49Z,A2,phone,54.44 CR,adj=-10.10%; fee=+61.29; items=3
R00162,2025-08-02T23:42:30Z,A6,app,"90,71 C2",adj=-1.49%; items=25; fee=-19.28
R00040,2025-09-19T03:12:48Z,A8,phone,C161,items=3; fee=-7.79; adj=+5.72%
R00224,2025-09-28T02:30:01Z,A2,phone	,,flag=U; fee=-50.95; adj=+7.92%; items=6
R00136,2025-10-17T00:00:00Z,A4,app,C1166,adj=-0.78%; fee=-4.99; items=1
R00090,2025-11-12T17:22:47Z,A7,Phone,C1 78.31,adj=-12.97%; flag=T; fee=-44.32; items=5
R00196,2025-08-07T13:44:00Z,A1,PHONE,CR 64,adj=-4.12%; items=6; fee=+18.96; flag=N
R00064,2025-08-19T05:49:00Z,A5,phone,"-30,70 C2",adj=+8.65%; items=4; flag=R; fee=+71.02
R00185,2025-08-08T21:23:30Z,A6,phone,"131,12 C2",items=4; fee=-50.24
R00085,2025-10-10T00:32:00Z,A2,phone	,,flag=T; fee=-13.61; items=2
R00093,,A8,web,"73,58 C2",fee=-10.98; flag=S; adj=-5.42%; items=0
R00267,2025-09-12T17:21:48Z,A3,email,"1.234,56 C2",fee=-14.09; items=1; adj=+0.60%
R00198,2025-10-12T19:19:00Z,A6, phone ," (55,82 C2)",waive=true; items=3; adj=-13.96%
R00206,2025-11-15T09:11:30Z,A8,phone	,"103,26C2",items=4; fee=-17.38; WAIVE=TRUE; flag=U; adj=-2.22%
R00267,2025-09-19T19:43:00Z,A3,email,"102,19 C2",WAIVE=TRUE; fee=-7.84; items=1; adj=-8.79%
R00051,2025-08-15T00:00:00Z,A1,Phone,67,items=1; adj=+17.58%; flag=T
R00197,2025-12-23T13:25:51Z,A2,PHONE,C1 107.83,adj=-7.71%; items=4; fee=+13.73; flag=U; waive=true
R00004,2025-11-07T08:00:00Z,A2,web,C1 100.00,items=1; adj=+0.00%; fee=+0.00
R00206,2025-11-05T00:00:00Z,A8,phone	,"102,48C2",flag=U; adj=+15.81%; items=6; fee=+2.95
R00279,,A5,PHONE,C1 51.44,fee=+26.37; items=4
R00241,2025-09-17T11:01:54Z,A3,app,87.29,items=3; adj=+3.22%
R00107,2025-12-09T13:49:07Z,A8, phone ,88.867 ,fee=-37.66; items=3; flag=S; adj=+10.55%
R00206,2025-11-08T12:33:00Z,A6,app,93.28 C1,flag=R; adj=+10.87%; fee=+10.14; items=1
R00013,2025-11-20T09:30:00Z,A6,web,"(C1 2,500.00)",flag=U; fee=+0.62; items=25; adj=+2.06%
